"P1_S1","P1_S2","P1_S3","P1_S4","P2_S1","P2_S2","P2_S3","P2_S4","P3_S1","P3_S2","P3_S3","P3_S4"
0.359,0.392,0.303,0.494,0.359,0.392,0.303,0.494,0.2515,0.3642,0.0,0.0
0.381,0.36,0.293,0.492,0.381,0.36,0.293,0.492,0.2904,0.2892,0.0,0.0
0.393,0.307,0.282,0.512,0.393,0.307,0.282,0.512,0.2856,0.1827,0.0,0.0002
0.38,0.249,0.276,0.536,0.38,0.249,0.276,0.536,0.2448,0.0756,0.0,0.0002
0.363,0.223,0.272,0.569,0.363,0.223,0.272,0.569,0.2213,0.0138,0.0,0.0235
0.357,0.221,0.262,0.592,0.357,0.221,0.262,0.592,0.1579,0.0005,0.0,0.0755
0.345,0.221,0.252,0.622,0.345,0.221,0.252,0.622,0.0857,0.0,0.0,0.1088
0.348,0.216,0.244,0.666,0.348,0.216,0.244,0.666,0.0063,0.0,0.0062,0.0929
0.387,0.215,0.243,0.65,0.387,0.215,0.243,0.65,0.0,0.0,0.0496,0.0707
0.445,0.213,0.257,0.655,0.445,0.213,0.257,0.655,0.0,0.0,0.1354,0.0564
0.487,0.203,0.277,0.653,0.487,0.203,0.277,0.653,0.0,0.0,0.2753,0.0383
0.518,0.187,0.286,0.645,0.518,0.187,0.286,0.645,0.0,0.0001,0.3771,0.0187
0.53,0.18,0.287,0.672,0.53,0.18,0.287,0.672,0.0,0.0142,0.4396,0.0036
0.553,0.19,0.287,0.676,0.553,0.19,0.287,0.676,0.0,0.0708,0.4795,0.0002
0.554,0.203,0.289,0.68,0.554,0.203,0.289,0.68,0.0,0.1747,0.4914,0.0001
0.544,0.213,0.28,0.682,0.544,0.213,0.28,0.682,0.0,0.3006,0.443,0.0
0.518,0.212,0.262,0.678,0.518,0.212,0.262,0.678,0.0,0.3836,0.337,0.0
0.496,0.203,0.237,0.666,0.496,0.203,0.237,0.666,0.0,0.4478,0.2545,0.0
0.458,0.186,0.202,0.649,0.458,0.186,0.202,0.649,0.0,0.5428,0.1854,0.0
0.449,0.17,0.169,0.636,0.449,0.17,0.169,0.636,0.0,0.5815,0.1038,0.0
0.416,0.16,0.147,0.624,0.416,0.16,0.147,0.624,0.0,0.5994,0.0391,0.0
0.407,0.149,0.136,0.571,0.407,0.149,0.136,0.571,0.0031,0.568,0.0066,0.0
0.4,0.137,0.129,0.561,0.4,0.137,0.129,0.561,0.0238,0.5011,0.0002,0.0
0.44,0.134,0.123,0.61,0.44,0.134,0.123,0.61,0.0572,0.3796,0.0,0.0
0.46,0.134,0.118,0.625,0.46,0.134,0.118,0.625,0.0825,0.2579,0.0,0.0
0.49,0.132,0.12,0.558,0.49,0.132,0.12,0.558,0.1068,0.159,0.0,0.0
0.52,0.14,0.113,0.532,0.52,0.14,0.113,0.532,0.1068,0.082,0.0,0.0
0.535,0.149,0.107,0.53,0.535,0.149,0.107,0.53,0.102,0.0286,0.0,0.0
0.548,0.164,0.101,0.552,0.548,0.164,0.101,0.552,0.0869,0.0046,0.0,0.0065
0.598,0.176,0.1,0.612,0.598,0.176,0.1,0.612,0.0527,0.0002,0.0,0.026
0.645,0.192,0.103,0.67,0.645,0.192,0.103,0.67,0.0263,0.0,0.0,0.0492
0.676,0.221,0.105,0.715,0.676,0.221,0.105,0.715,0.0018,0.0,0.0029,0.0582
0.723,0.255,0.098,0.769,0.723,0.255,0.098,0.769,0.0,0.0,0.0277,0.066
0.799,0.283,0.1,0.803,0.799,0.283,0.1,0.803,0.0,0.0,0.083,0.0565
0.783,0.307,0.106,0.778,0.783,0.307,0.106,0.778,0.0,0.0,0.1555,0.0366
0.8,0.343,0.116,0.758,0.8,0.343,0.116,0.758,0.0,0.0,0.193,0.0153
0.833,0.361,0.122,0.743,0.833,0.361,0.122,0.743,0.0,0.003,0.2336,0.0027
0.802,0.372,0.124,0.748,0.802,0.372,0.124,0.748,0.0,0.0125,0.2596,0.0001
0.836,0.381,0.119,0.74,0.836,0.381,0.119,0.74,0.0,0.0259,0.2456,0.0
0.902,0.399,0.113,0.709,0.902,0.399,0.113,0.709,0.0,0.0495,0.2256,0.0
0.884,0.422,0.106,0.688,0.884,0.422,0.106,0.688,0.0,0.0741,0.1924,0.0
0.865,0.477,0.101,0.653,0.865,0.477,0.101,0.653,0.0,0.1072,0.1602,0.0
0.857,0.53,0.095,0.605,0.857,0.53,0.095,0.605,0.0,0.1654,0.1169,0.0
0.858,0.567,0.09,0.569,0.858,0.567,0.09,0.569,0.0,0.2246,0.0671,0.0
0.818,0.59,0.084,0.534,0.818,0.59,0.084,0.534,0.0,0.275,0.0255,0.0
0.786,0.601,0.082,0.517,0.786,0.601,0.082,0.517,0.0142,0.3515,0.0042,0.0
0.822,0.597,0.081,0.499,0.822,0.597,0.081,0.499,0.0762,0.3574,0.0001,0.0
0.832,0.584,0.082,0.486,0.832,0.584,0.082,0.486,0.1511,0.3407,0.0,0.0
0.827,0.565,0.082,0.49,0.827,0.565,0.082,0.49,0.2113,0.3216,0.0,0.0
0.831,0.524,0.092,0.478,0.831,0.524,0.092,0.478,0.245,0.2428,0.0,0.0
0.823,0.454,0.094,0.433,0.823,0.454,0.094,0.433,0.2693,0.1614,0.0,0.0
0.805,0.377,0.093,0.395,0.805,0.377,0.093,0.395,0.225,0.0688,0.0,0.0001
0.71,0.342,0.097,0.335,0.71,0.342,0.097,0.335,0.1633,0.0131,0.0,0.0084
0.645,0.336,0.104,0.337,0.645,0.336,0.104,0.337,0.1076,0.0007,0.0,0.0316
0.652,0.333,0.112,0.373,0.652,0.333,0.112,0.373,0.0635,0.0,0.0,0.0574
0.653,0.317,0.119,0.416,0.653,0.317,0.119,0.416,0.0264,0.0,0.0014,0.065
0.694,0.315,0.12,0.46,0.694,0.315,0.12,0.46,0.0043,0.0,0.0125,0.0598
0.671,0.311,0.132,0.495,0.671,0.311,0.132,0.495,0.0,0.0,0.0324,0.0477
0.656,0.295,0.148,0.499,0.656,0.295,0.148,0.499,0.0,0.0,0.0633,0.0316
0.632,0.265,0.162,0.525,0.632,0.265,0.162,0.525,0.0,0.0001,0.1013,0.0135
0.642,0.249,0.168,0.51,0.642,0.249,0.168,0.51,0.0,0.0152,0.1234,0.0025
0.631,0.265,0.174,0.471,0.631,0.265,0.174,0.471,0.0,0.0739,0.1412,0.0001
0.602,0.308,0.177,0.424,0.602,0.308,0.177,0.424,0.0,0.1502,0.1584,0.0
0.556,0.359,0.185,0.378,0.556,0.359,0.185,0.378,0.0,0.2599,0.1544,0.0
0.535,0.401,0.19,0.33,0.535,0.401,0.19,0.33,0.0,0.3397,0.1587,0.0
0.525,0.43,0.195,0.283,0.525,0.43,0.195,0.283,0.0,0.3909,0.1307,0.0
0.518,0.461,0.19,0.242,0.518,0.461,0.19,0.242,0.0,0.4118,0.0952,0.0
0.501,0.497,0.181,0.204,0.501,0.497,0.181,0.204,0.0,0.3831,0.0603,0.0
0.54,0.535,0.167,0.197,0.54,0.535,0.167,0.197,0.0,0.3655,0.0275,0.0
0.594,0.568,0.158,0.204,0.594,0.568,0.158,0.204,0.0138,0.281,0.005,0.0
0.662,0.59,0.153,0.213,0.662,0.59,0.153,0.213,0.0636,0.1974,0.0001,0.0
0.731,0.614,0.148,0.221,0.731,0.614,0.148,0.221,0.1485,0.1385,0.0,0.0
0.79,0.642,0.144,0.237,0.79,0.642,0.144,0.237,0.2182,0.1095,0.0,0.0
0.829,0.623,0.147,0.265,0.829,0.623,0.147,0.265,0.2753,0.0759,0.0,0.0
0.862,0.631,0.149,0.288,0.862,0.631,0.149,0.288,0.3072,0.0385,0.0,0.0
0.851,0.636,0.153,0.332,0.851,0.636,0.153,0.332,0.2851,0.0137,0.0,0.0002
0.825,0.671,0.156,0.388,0.825,0.671,0.156,0.388,0.2585,0.0027,0.0,0.0081
0.795,0.663,0.16,0.451,0.795,0.663,0.16,0.451,0.2001,0.0002,0.0,0.033
0.742,0.624,0.16,0.506,0.742,0.624,0.16,0.506,0.1184,0.0,0.0,0.0666
0.647,0.579,0.159,0.544,0.647,0.579,0.159,0.544,0.0418,0.0,0.0039,0.0975
0.591,0.56,0.152,0.568,0.591,0.56,0.152,0.568,0.0058,0.0,0.0458,0.1246
0.576,0.558,0.154,0.585,0.576,0.558,0.154,0.585,0.0,0.0,0.1268,0.1083
0.578,0.545,0.16,0.582,0.578,0.545,0.16,0.582,0.0,0.0,0.2177,0.0728
0.57,0.531,0.165,0.561,0.57,0.531,0.165,0.561,0.0,0.0001,0.3333,0.0292
0.548,0.521,0.17,0.547,0.548,0.521,0.17,0.547,0.0,0.0039,0.4205,0.005
0.567,0.529,0.178,0.54,0.567,0.529,0.178,0.54,0.0,0.0177,0.4461,0.0002
0.556,0.551,0.181,0.541,0.556,0.551,0.181,0.541,0.0,0.0391,0.4225,0.0002
0.514,0.575,0.187,0.542,0.514,0.575,0.187,0.542,0.0,0.0694,0.4229,0.0001
0.478,0.59,0.192,0.546,0.478,0.59,0.192,0.546,0.0,0.1125,0.3661,0.0
0.459,0.595,0.185,0.563,0.459,0.595,0.185,0.563,0.0,0.1585,0.3303,0.0
0.447,0.602,0.174,0.578,0.447,0.602,0.174,0.578,0.0,0.1877,0.2444,0.0
0.429,0.613,0.156,0.567,0.429,0.613,0.156,0.567,0.0,0.2466,0.1354,0.0
0.43,0.596,0.13,0.568,0.43,0.596,0.13,0.568,0.0,0.3274,0.0464,0.0
0.452,0.658,0.119,0.579,0.452,0.658,0.119,0.579,0.0124,0.3932,0.0065,0.0
0.499,0.681,0.116,0.594,0.499,0.681,0.116,0.594,0.0655,0.4519,0.0,0.0
0.583,0.669,0.119,0.592,0.583,0.669,0.119,0.592,0.1558,0.4274,0.0,0.0
0.627,0.655,0.122,0.594,0.627,0.655,0.122,0.594,0.2141,0.3111,0.0,0.0
0.694,0.614,0.133,0.591,0.694,0.614,0.133,0.591,0.2714,0.1994,0.0,0.0
0.75,0.559,0.14,0.597,0.75,0.559,0.14,0.597,0.293,0.1204,0.0,0.0
0.769,0.496,0.146,0.596,0.769,0.496,0.146,0.596,0.2864,0.0553,0.0,0.0
0.717,0.445,0.152,0.604,0.717,0.445,0.152,0.604,0.2337,0.0121,0.0,0.0138
0.732,0.418,0.16,0.608,0.732,0.418,0.16,0.608,0.1928,0.0008,0.0,0.0555
0.729,0.4,0.163,0.597,0.729,0.4,0.163,0.597,0.1251,0.0,0.0,0.1081
0.683,0.368,0.163,0.577,0.683,0.368,0.163,0.577,0.0426,0.0,0.0057,0.1286
0.672,0.337,0.154,0.539,0.672,0.337,0.154,0.539,0.0055,0.0,0.0525,0.1292
0.694,0.317,0.163,0.476,0.694,0.317,0.163,0.476,0.0,0.0,0.1442,0.0978
0.679,0.297,0.174,0.409,0.679,0.297,0.174,0.409,0.0,0.0,0.2486,0.0561
0.697,0.282,0.185,0.36,0.697,0.282,0.185,0.36,0.0,0.0001,0.3591,0.0201
0.708,0.271,0.191,0.327,0.708,0.271,0.191,0.327,0.0,0.0148,0.3922,0.0031
0.718,0.278,0.2,0.29,0.718,0.278,0.2,0.29,0.0,0.0732,0.3898,0.0001
0.729,0.296,0.21,0.262,0.729,0.296,0.21,0.262,0.0,0.1734,0.402,0.0
0.721,0.305,0.221,0.242,0.721,0.305,0.221,0.242,0.0,0.2876,0.394,0.0
0.691,0.302,0.229,0.223,0.691,0.302,0.229,0.223,0.0,0.4055,0.3542,0.0
0.676,0.291,0.232,0.209,0.676,0.291,0.232,0.209,0.0,0.4393,0.2717,0.0
0.683,0.278,0.227,0.2,0.683,0.278,0.227,0.2,0.0,0.5318,0.1656,0.0
0.648,0.27,0.214,0.198,0.648,0.27,0.214,0.198,0.0,0.5795,0.1131,0.0
0.626,0.265,0.197,0.194,0.626,0.265,0.197,0.194,0.0,0.6241,0.0417,0.0
0.644,0.256,0.189,0.189,0.644,0.256,0.189,0.189,0.0215,0.5855,0.0053,0.0001
0.578,0.24,0.185,0.188,0.578,0.24,0.185,0.188,0.0923,0.5665,0.0001,0.0001
0.575,0.217,0.183,0.188,0.575,0.217,0.183,0.188,0.1768,0.5,0.0,0.0001
0.604,0.187,0.184,0.195,0.604,0.187,0.184,0.195,0.2374,0.403,0.0,0.0
0.603,0.154,0.191,0.21,0.603,0.154,0.191,0.21,0.2878,0.3106,0.0,0.0
0.586,0.112,0.195,0.223,0.586,0.112,0.195,0.223,0.301,0.1885,0.0,0.0
0.553,0.077,0.204,0.236,0.553,0.077,0.204,0.236,0.3002,0.077,0.0,0.0003
0.521,0.063,0.216,0.253,0.521,0.063,0.216,0.253,0.2572,0.0145,0.0,0.0057
0.461,0.063,0.224,0.279,0.461,0.063,0.224,0.279,0.1913,0.0006,0.0,0.0207
0.372,0.063,0.239,0.309,0.372,0.063,0.239,0.309,0.1167,0.0,0.0,0.0369
0.286,0.063,0.251,0.341,0.286,0.063,0.251,0.341,0.0428,0.0,0.0031,0.0484
0.244,0.06,0.251,0.379,0.244,0.06,0.251,0.379,0.0061,0.0,0.0337,0.0491
0.259,0.06,0.268,0.405,0.259,0.06,0.268,0.405,0.0,0.0,0.1154,0.0446
0.273,0.059,0.287,0.416,0.273,0.059,0.287,0.416,0.0,0.0,0.2044,0.0368
0.302,0.06,0.303,0.445,0.302,0.06,0.303,0.445,0.0,0.0002,0.2814,0.0158
0.323,0.06,0.308,0.481,0.323,0.06,0.308,0.481,0.0,0.021,0.3405,0.0024
0.351,0.059,0.313,0.498,0.351,0.059,0.313,0.498,0.0,0.0902,0.3561,0.0
0.37,0.059,0.316,0.51,0.37,0.059,0.316,0.51,0.0,0.1962,0.295,0.0
0.376,0.069,0.317,0.531,0.376,0.069,0.317,0.531,0.0,0.3239,0.2464,0.0
0.368,0.083,0.318,0.543,0.368,0.083,0.318,0.543,0.0,0.4246,0.2271,0.0
0.379,0.099,0.309,0.549,0.379,0.099,0.309,0.549,0.0,0.5342,0.1813,0.0
0.375,0.114,0.294,0.55,0.375,0.114,0.294,0.55,0.0,0.6289,0.1262,0.0
0.389,0.13,0.273,0.592,0.389,0.13,0.273,0.592,0.0,0.6922,0.0722,0.0
0.406,0.145,0.244,0.583,0.406,0.145,0.244,0.583,0.0002,0.7046,0.0237,0.0
0.419,0.152,0.231,0.56,0.419,0.152,0.231,0.56,0.0245,0.681,0.003,0.0
0.451,0.159,0.226,0.568,0.451,0.159,0.226,0.568,0.0778,0.6441,0.0,0.0
0.486,0.163,0.224,0.574,0.486,0.163,0.224,0.574,0.1469,0.5656,0.0,0.0
0.551,0.162,0.223,0.571,0.551,0.162,0.223,0.571,0.1911,0.4428,0.0,0.0
0.577,0.157,0.223,0.552,0.577,0.157,0.223,0.552,0.2178,0.3087,0.0,0.0
0.576,0.143,0.221,0.53,0.576,0.143,0.221,0.53,0.2092,0.1725,0.0,0.0
0.615,0.136,0.223,0.506,0.615,0.136,0.223,0.506,0.1899,0.0681,0.0,0.0
0.601,0.143,0.22,0.498,0.601,0.143,0.22,0.498,0.1504,0.0134,0.0,0.017
0.546,0.15,0.214,0.504,0.546,0.15,0.214,0.504,0.1113,0.0007,0.0,0.0734
0.488,0.154,0.211,0.525,0.488,0.154,0.211,0.525,0.076,0.0,0.0,0.1444
0.45,0.163,0.208,0.567,0.45,0.163,0.208,0.567,0.0294,0.0,0.0031,0.1815
0.437,0.167,0.206,0.611,0.437,0.167,0.206,0.611,0.0042,0.0,0.0364,0.1761
0.417,0.172,0.22,0.62,0.417,0.172,0.22,0.62,0.0,0.0,0.1013,0.1426
0.422,0.171,0.239,0.601,0.422,0.171,0.239,0.601,0.0,0.0,0.1834,0.0844
0.435,0.175,0.264,0.603,0.435,0.175,0.264,0.603,0.0,0.0003,0.2768,0.038
0.425,0.188,0.277,0.55,0.425,0.188,0.277,0.55,0.0,0.0108,0.3115,0.0075
0.403,0.207,0.288,0.562,0.403,0.207,0.288,0.562,0.0,0.0411,0.3407,0.0002
0.371,0.21,0.297,0.59,0.371,0.21,0.297,0.59,0.0,0.087,0.3389,0.0
0.359,0.222,0.304,0.629,0.359,0.222,0.304,0.629,0.0,0.1463,0.2986,0.0
0.346,0.234,0.314,0.642,0.346,0.234,0.314,0.642,0.0,0.2539,0.2797,0.0
0.373,0.248,0.316,0.65,0.373,0.248,0.316,0.65,0.0,0.3945,0.2331,0.0
0.385,0.271,0.302,0.661,0.385,0.271,0.302,0.661,0.0,0.4682,0.1811,0.0
0.397,0.29,0.277,0.686,0.397,0.29,0.277,0.686,0.0,0.4998,0.104,0.0
0.406,0.324,0.252,0.696,0.406,0.324,0.252,0.696,0.0001,0.529,0.0352,0.0
0.419,0.357,0.241,0.694,0.419,0.357,0.241,0.694,0.0153,0.529,0.0049,0.0
0.45,0.379,0.24,0.691,0.45,0.379,0.24,0.691,0.0581,0.4891,0.0,0.0
0.504,0.398,0.242,0.724,0.504,0.398,0.242,0.724,0.134,0.4428,0.0,0.0
0.577,0.397,0.238,0.747,0.577,0.397,0.238,0.747,0.2137,0.3684,0.0,0.0
0.583,0.372,0.235,0.764,0.583,0.372,0.235,0.764,0.2651,0.2672,0.0,0.0
0.593,0.34,0.235,0.758,0.593,0.34,0.235,0.758,0.3085,0.1652,0.0,0.0
0.633,0.315,0.246,0.744,0.633,0.315,0.246,0.744,0.3131,0.0726,0.0,0.0
0.658,0.314,0.253,0.748,0.658,0.314,0.253,0.748,0.2833,0.0158,0.0,0.0068
0.675,0.328,0.242,0.753,0.675,0.328,0.242,0.753,0.2065,0.0011,0.0,0.0278
0.668,0.346,0.238,0.75,0.668,0.346,0.238,0.75,0.122,0.0,0.0,0.0452
0.664,0.353,0.235,0.737,0.664,0.353,0.235,0.737,0.0456,0.0,0.0022,0.059
0.664,0.364,0.237,0.696,0.664,0.364,0.237,0.696,0.0067,0.0,0.0299,0.0696
0.659,0.379,0.267,0.679,0.659,0.379,0.267,0.679,0.0,0.0,0.0913,0.0629
0.708,0.389,0.295,0.651,0.708,0.389,0.295,0.651,0.0,0.0,0.1864,0.0445
0.717,0.39,0.308,0.646,0.717,0.39,0.308,0.646,0.0,0.0002,0.2628,0.0198
0.707,0.404,0.298,0.637,0.707,0.404,0.298,0.637,0.0,0.0206,0.3137,0.0035
0.754,0.45,0.291,0.621,0.754,0.45,0.291,0.621,0.0,0.0935,0.3308,0.0001
0.773,0.517,0.286,0.629,0.773,0.517,0.286,0.629,0.0,0.2035,0.3222,0.0
0.757,0.577,0.29,0.637,0.757,0.577,0.29,0.637,0.0,0.3207,0.3293,0.0
0.756,0.613,0.289,0.64,0.756,0.613,0.289,0.64,0.0,0.4124,0.3123,0.0
0.732,0.633,0.28,0.695,0.732,0.633,0.28,0.695,0.0,0.5221,0.2942,0.0
0.701,0.639,0.261,0.724,0.701,0.639,0.261,0.724,0.0,0.5698,0.2258,0.0
0.695,0.65,0.225,0.709,0.695,0.65,0.225,0.709,0.0,0.5874,0.1363,0.0
0.652,0.656,0.195,0.692,0.652,0.656,0.195,0.692,0.0,0.633,0.048,0.0
0.62,0.656,0.176,0.671,0.62,0.656,0.176,0.671,0.0143,0.6061,0.0066,0.0
0.681,0.65,0.164,0.647,0.681,0.65,0.164,0.647,0.0644,0.5926,0.0,0.0
0.683,0.634,0.159,0.635,0.683,0.634,0.159,0.635,0.1315,0.5204,0.0,0.0
0.68,0.617,0.157,0.646,0.68,0.617,0.157,0.646,0.2199,0.4152,0.0,0.0
0.66,0.576,0.161,0.648,0.66,0.576,0.161,0.648,0.293,0.3057,0.0,0.0
0.658,0.507,0.166,0.637,0.658,0.507,0.166,0.637,0.3183,0.194,0.0,0.0
0.666,0.427,0.177,0.616,0.666,0.427,0.177,0.616,0.3284,0.0863,0.0,0.0002
0.67,0.369,0.184,0.65,0.67,0.369,0.184,0.65,0.2979,0.0183,0.0,0.0115
0.688,0.34,0.189,0.642,0.688,0.34,0.189,0.642,0.2284,0.0011,0.0,0.037
0.674,0.318,0.191,0.617,0.674,0.318,0.191,0.617,0.1364,0.0,0.0,0.0677
0.642,0.293,0.187,0.585,0.642,0.293,0.187,0.585,0.0512,0.0,0.0036,0.0804
0.606,0.276,0.173,0.535,0.606,0.276,0.173,0.535,0.0079,0.0,0.0517,0.0763
0.631,0.266,0.174,0.466,0.631,0.266,0.174,0.466,0.0001,0.0,0.1582,0.0693
0.662,0.256,0.182,0.399,0.662,0.256,0.182,0.399,0.0,0.0,0.298,0.0478
0.641,0.242,0.201,0.344,0.641,0.242,0.201,0.344,0.0,0.0002,0.4239,0.02
0.65,0.23,0.213,0.302,0.65,0.23,0.213,0.302,0.0,0.0209,0.513,0.0035
0.635,0.234,0.225,0.269,0.635,0.234,0.225,0.269,0.0,0.0968,0.5899,0.0002
0.622,0.248,0.233,0.236,0.622,0.248,0.233,0.236,0.0,0.2097,0.6192,0.0001
0.601,0.263,0.242,0.206,0.601,0.263,0.242,0.206,0.0,0.3467,0.5861,0.0
0.576,0.274,0.245,0.183,0.576,0.274,0.245,0.183,0.0,0.4762,0.5326,0.0
0.529,0.28,0.239,0.164,0.529,0.28,0.239,0.164,0.0,0.5881,0.4355,0.0
0.496,0.281,0.216,0.152,0.496,0.281,0.216,0.152,0.0,0.659,0.3024,0.0
0.477,0.28,0.18,0.155,0.477,0.28,0.18,0.155,0.0,0.7015,0.1637,0.0
0.473,0.276,0.144,0.162,0.473,0.276,0.144,0.162,0.0006,0.7205,0.0495,0.0
0.473,0.272,0.125,0.174,0.473,0.272,0.125,0.174,0.0227,0.6937,0.0057,0.0
0.456,0.261,0.111,0.202,0.456,0.261,0.111,0.202,0.0692,0.6514,0.0,0.0
0.468,0.248,0.103,0.248,0.468,0.248,0.103,0.248,0.1172,0.5663,0.0,0.0
0.525,0.231,0.098,0.301,0.525,0.231,0.098,0.301,0.1592,0.4577,0.0,0.0
0.539,0.209,0.112,0.352,0.539,0.209,0.112,0.352,0.1644,0.3433,0.0,0.0
0.513,0.166,0.112,0.377,0.513,0.166,0.112,0.377,0.1531,0.2115,0.0,0.0
0.533,0.123,0.105,0.398,0.533,0.123,0.105,0.398,0.1494,0.0921,0.0,0.0
0.499,0.1,0.099,0.418,0.499,0.1,0.099,0.418,0.1407,0.0194,0.0,0.0075
0.442,0.089,0.095,0.44,0.442,0.089,0.095,0.44,0.1199,0.0011,0.0,0.0326
0.386,0.079,0.092,0.457,0.386,0.079,0.092,0.457,0.0927,0.0,0.0,0.0765
0.311,0.078,0.089,0.47,0.311,0.078,0.089,0.47,0.0437,0.0,0.0027,0.1091
0.254,0.075,0.085,0.487,0.254,0.075,0.085,0.487,0.0075,0.0,0.0504,0.1343
0.224,0.074,0.085,0.499,0.224,0.074,0.085,0.499,0.0001,0.0,0.1499,0.1224
0.194,0.072,0.088,0.5,0.194,0.072,0.088,0.5,0.0,0.0,0.2717,0.0868
0.172,0.074,0.089,0.513,0.172,0.074,0.089,0.513,0.0,0.0002,0.3777,0.0359
0.15,0.077,0.086,0.544,0.15,0.077,0.086,0.544,0.0,0.021,0.4212,0.0057
0.13,0.083,0.087,0.569,0.13,0.083,0.087,0.569,0.0,0.096,0.4481,0.0001
0.135,0.096,0.087,0.59,0.135,0.096,0.087,0.59,0.0,0.2102,0.4589,0.0
0.154,0.111,0.089,0.604,0.154,0.111,0.089,0.604,0.0,0.3409,0.4535,0.0
0.177,0.119,0.088,0.602,0.177,0.119,0.088,0.602,0.0,0.467,0.4305,0.0
0.21,0.124,0.087,0.59,0.21,0.124,0.087,0.59,0.0,0.5385,0.369,0.0
0.267,0.126,0.083,0.577,0.267,0.126,0.083,0.577,0.0,0.5405,0.2534,0.0
0.317,0.131,0.076,0.568,0.317,0.131,0.076,0.568,0.0,0.5279,0.1378,0.0
0.381,0.142,0.067,0.559,0.381,0.142,0.067,0.559,0.0006,0.4994,0.0425,0.0
0.441,0.156,0.062,0.551,0.441,0.156,0.062,0.551,0.0281,0.46,0.005,0.0
0.554,0.168,0.058,0.556,0.554,0.168,0.058,0.556,0.0667,0.423,0.0,0.0
0.622,0.178,0.056,0.557,0.622,0.178,0.056,0.557,0.0871,0.3891,0.0,0.0
0.643,0.183,0.056,0.559,0.643,0.183,0.056,0.559,0.0971,0.3448,0.0,0.0
0.679,0.175,0.057,0.553,0.679,0.175,0.057,0.553,0.0864,0.2622,0.0,0.0
0.714,0.161,0.055,0.55,0.714,0.161,0.055,0.55,0.0815,0.1657,0.0,0.0
0.732,0.139,0.055,0.541,0.732,0.139,0.055,0.541,0.0712,0.0746,0.0,0.0
0.705,0.127,0.055,0.54,0.705,0.127,0.055,0.54,0.0598,0.0165,0.0,0.0066
0.722,0.122,0.064,0.548,0.722,0.122,0.064,0.548,0.0507,0.0011,0.0,0.0349
0.733,0.115,0.069,0.566,0.733,0.115,0.069,0.566,0.0364,0.0,0.0,0.0794
0.675,0.124,0.073,0.587,0.675,0.124,0.073,0.587,0.0165,0.0,0.0018,0.1176
0.611,0.126,0.07,0.604,0.611,0.126,0.07,0.604,0.0031,0.0,0.0301,0.1488
0.605,0.126,0.07,0.606,0.605,0.126,0.07,0.606,0.0001,0.0,0.0922,0.1341
0.576,0.125,0.075,0.593,0.576,0.125,0.075,0.593,0.0,0.0,0.1628,0.0959
0.555,0.125,0.092,0.571,0.555,0.125,0.092,0.571,0.0,0.0002,0.2117,0.042
0.56,0.127,0.099,0.563,0.56,0.127,0.099,0.563,0.0,0.0187,0.2619,0.0072
0.566,0.138,0.104,0.549,0.566,0.138,0.104,0.549,0.0,0.0873,0.3068,0.0001
0.542,0.157,0.105,0.551,0.542,0.157,0.105,0.551,0.0,0.1962,0.338,0.0
0.532,0.181,0.105,0.551,0.532,0.181,0.105,0.551,0.0,0.3244,0.3497,0.0
0.515,0.2,0.105,0.522,0.515,0.2,0.105,0.522,0.0,0.4272,0.3319,0.0
0.516,0.216,0.11,0.486,0.516,0.216,0.11,0.486,0.0,0.4647,0.2677,0.0
0.459,0.227,0.115,0.459,0.459,0.227,0.115,0.459,0.0,0.463,0.1858,0.0
0.418,0.235,0.109,0.432,0.418,0.235,0.109,0.432,0.0,0.4624,0.1065,0.0
0.384,0.238,0.097,0.417,0.384,0.238,0.097,0.417,0.0006,0.4815,0.0324,0.0
0.356,0.237,0.095,0.405,0.356,0.237,0.095,0.405,0.0299,0.4666,0.0036,0.0
0.339,0.233,0.098,0.411,0.339,0.233,0.098,0.411,0.1067,0.4292,0.0,0.0
0.315,0.23,0.1,0.421,0.315,0.23,0.1,0.421,0.2064,0.4099,0.0,0.0
0.291,0.228,0.103,0.44,0.291,0.228,0.103,0.44,0.2891,0.356,0.0,0.0
0.271,0.221,0.122,0.466,0.271,0.221,0.122,0.466,0.3227,0.2795,0.0,0.0
0.236,0.201,0.123,0.489,0.236,0.201,0.123,0.489,0.3455,0.1703,0.0,0.0
0.202,0.169,0.12,0.519,0.202,0.169,0.12,0.519,0.339,0.0784,0.0,0.0
0.164,0.15,0.116,0.551,0.164,0.15,0.116,0.551,0.2999,0.0185,0.0,0.0141
0.117,0.141,0.118,0.575,0.117,0.141,0.118,0.575,0.2276,0.0014,0.0,0.0701
0.079,0.133,0.12,0.607,0.079,0.133,0.12,0.607,0.1366,0.0,0.0,0.1397
0.052,0.126,0.122,0.635,0.052,0.126,0.122,0.635,0.0509,0.0,0.0016,0.1801
0.056,0.119,0.121,0.657,0.056,0.119,0.121,0.657,0.0077,0.0,0.0228,0.185
0.083,0.116,0.133,0.599,0.083,0.116,0.133,0.599,0.0001,0.0,0.0788,0.1556
0.129,0.115,0.157,0.562,0.129,0.115,0.157,0.562,0.0,0.0,0.1574,0.0946
0.173,0.122,0.188,0.558,0.173,0.122,0.188,0.558,0.0,0.0003,0.2431,0.0376
0.213,0.13,0.213,0.528,0.213,0.13,0.213,0.528,0.0,0.0149,0.3329,0.0064
